feedback_id,date,feedback,source,cleaned_text,sentiment,sentiment_score,sentiment_confidence,topics,keywords,emotion,aspect_sentiments,severity,severity_reason,priority,priority_score,priority_reason,department,department_reason,impact_level,impact_reason,action,action_reason,recommendation,recommendation_reason,suggested_next_step,recommendation_status,validation_status
FB0823,2026-07-14,not enough companies are coming,Student Portal,not enough companies are coming,Negative,0.9979,0.9979,"[""Companies""]","[""companies""]",Frustration,"[{""aspect"": ""Companies Coming"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Placement Cell,Matched the analyzed topic/keyword 'companies' to Placement Cell.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Placement Cell department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Placement Cell to review the feedback and complete the create task action.,FALLBACK,VALID
FB0838,2026-07-14,canteen needs more seating bhai,WhatsApp Feedback,canteen needs more seating bhai,Negative,0.9973,0.9973,"[""More Seating Bhai"", ""Canteen""]","[""more seating bhai"", ""canteen""]",Frustration,"[{""aspect"": ""Canteen Needs"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'canteen' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB0882,2026-07-14,the lectures are kinda boring,Course Feedback,the lectures are kinda boring,Negative,0.9998,0.9998,"[""Boring"", ""Lectures""]","[""boring"", ""lectures""]",Frustration,"[{""aspect"": ""Lectures Kinda"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0890,2026-07-14,chai is good lol,Suggestion Box,chai is good lol,Positive,0.9999,0.9999,"[""Chai""]","[""chai""]",Satisfaction,"[{""aspect"": ""Chai"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0980,2026-07-14,lab assistants are helpful samajh nahi aata,Complaint,lab assistants are helpful samajh nahi aata,Positive,0.9355,0.9355,"[""Samajh Nahi Aata"", ""Lab Assistants""]","[""samajh nahi aata"", ""lab assistants""]",Joy,"[{""aspect"": ""Lab Assistants"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1122,2026-07-14,too many last minute changes samajh nahi aata,Course Feedback,too many last minute changes samajh nahi aata,Negative,0.9984,0.9984,"[""Last Minute Changes"", ""Minute Changes Samajh""]","[""last minute changes"", ""minute changes samajh"", ""changes samajh nahi"", ""samajh nahi aata""]",Frustration,"[{""aspect"": ""Last Minute Changes Samajh Nahi Aata"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,SMALL_GROUP,Plural or group-oriented language indicates impact beyond one individual.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0004,2026-07-15,same as always imo tbh idk,WhatsApp Feedback,same as always imo tbh idk,Negative,0.9915,0.9915,"[""Same"", ""Always""]","[""same"", ""always""]",Frustration,"[{""aspect"": ""Same Always"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0195,2026-07-15,connection drops every few minutes,Course Feedback,connection drops every few minutes,Negative,0.9989,0.9989,"[""Early Connection Drops"", ""Minutes""]","[""connection drops every"", ""minutes""]",Frustration,"[{""aspect"": ""Connection Drops"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0217,2026-07-15,library closes too early,Student Portal,library closes too early,Negative,0.9991,0.9991,"[""Library""]","[""early"", ""library""]",Frustration,"[{""aspect"": ""Library"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Library,Matched the analyzed topic/keyword 'library' to Library.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Library department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Library to review the feedback and complete the create task action.,FALLBACK,VALID
FB0241,2026-07-15,Not sure what happened but food is decent but expensive and not enough seats during exams. :/,Survey,Not sure what happened but food is decent but expensive and not enough seats during exams. :/,Mixed,0.9899,0.9899,"[""Seats"", ""Expensive""]","[""seats"", ""expensive"", ""exams"", ""food""]",Frustration,"[{""aspect"": ""Sure What"", ""sentiment"": ""Negative""}, {""aspect"": ""Food Decent"", ""sentiment"": ""Positive""}, {""aspect"": ""Expensive Enough"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'food' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB0257,2026-07-15,"good experience with not enough healthy options, bad experience with placement team is responsive samajh nahi aata",WhatsApp Feedback,"good experience with not enough healthy options, bad experience with placement team is responsive samajh nahi aata",Negative,0.8409,0.8409,"[""Responsive Samajh Nahi"", ""Samajh Nahi Aata""]","[""responsive samajh nahi"", ""samajh nahi aata"", ""placement team"", ""healthy options"", ""experience""]",Frustration,"[{""aspect"": ""Experience Enough"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0262,2026-07-15,lift doesnt work sometimes lol,Survey,lift doesnt work sometimes lol,Negative,0.9865,0.9865,"[""Lift""]","[""lift""]",Frustration,"[{""aspect"": ""Lift"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'lift' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0346,2026-07-15,prices are too high!!! pls,Complaint,prices are too high!!! pls,Negative,0.9994,0.9994,"[""Prices""]","[""prices"", ""high""]",Frustration,"[{""aspect"": ""Prices"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Administration,Matched the analyzed topic/keyword 'price' to Administration.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Administration department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Administration to review the feedback and complete the create task action.,FALLBACK,VALID
FB0488,2026-07-15,good study environment :/...,Course Feedback,good study environment :/...,Positive,0.9998,0.9998,"[""Study Environment""]","[""study environment""]",Frustration,"[{""aspect"": ""Study Environment"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0571,2026-07-15,lab equipment is good imo,Suggestion Box,lab equipment is good imo,Positive,0.9997,0.9997,"[""Lab Equipment""]","[""lab equipment""]",Satisfaction,"[{""aspect"": ""Lab Equipment"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'lab equipment' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0638,2026-07-15,washrooms need better maintenance btw pls check,Complaint,washrooms need better maintenance btw pls check,Negative,0.9992,0.9992,"[""Maintenance Btw"", ""Check""]","[""maintenance btw"", ""check"", ""washrooms""]",Frustration,"[{""aspect"": ""Washrooms"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'washroom' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0923,2026-07-15,"classes feel rushed before exams, but honestly food is decent but expensive.",Survey,"classes feel rushed before exams, but honestly food is decent but expensive.",Mixed,0.9966,0.9966,"[""Rushed Before Exams"", ""Honestly Food""]","[""rushed before exams"", ""honestly food"", ""classes"", ""expensive""]",Concern,"[{""aspect"": ""Classes Feel"", ""sentiment"": ""Negative""}, {""aspect"": ""Honestly Food"", ""sentiment"": ""Positive""}, {""aspect"": ""Expensive"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Academic Affairs,Matched the analyzed topic/keyword 'class' to Academic Affairs.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Academic Affairs department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Academic Affairs to review the feedback and complete the create task action.,FALLBACK,VALID
FB0946,2026-07-15,professor is very supportive,Complaint,professor is very supportive,Positive,0.9998,0.9998,"[""Professor""]","[""professor""]",Satisfaction,"[{""aspect"": ""Professor Supportive"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Academic Affairs,Matched the analyzed topic/keyword 'professor' to Academic Affairs.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Academic Affairs department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Academic Affairs to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0987,2026-07-15,classroom equipment is outdated tbh,Course Feedback,classroom equipment is outdated tbh,Negative,0.9998,0.9998,"[""Classroom Equipment""]","[""classroom equipment"", ""outdated""]",Frustration,"[{""aspect"": ""Classroom Equipment"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'classroom equipment' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB1100,2026-07-15,food is decent but expensive,Student Portal,food is decent but expensive,Mixed,0.9986,0.9986,"[""Expensive"", ""Food""]","[""expensive"", ""food""]",Concern,"[{""aspect"": ""Food Decent"", ""sentiment"": ""Positive""}, {""aspect"": ""Expensive"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'food' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB1137,2026-07-15,library staff is helpful,Course Feedback,library staff is helpful,Positive,0.9997,0.9997,"[""Library Staff""]","[""library staff""]",Joy,"[{""aspect"": ""Library Staff"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Library,Matched the analyzed topic/keyword 'library' to Library.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Library department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Library to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1196,2026-07-15,not enough healthy options,Suggestion Box,not enough healthy options,Negative,0.9994,0.9994,"[""Healthy Options""]","[""healthy options""]",Frustration,"[{""aspect"": ""Healthy Options"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0136,2026-07-16,classroom AC is broken again,Survey,classroom AC is broken again,Negative,0.9987,0.9987,"[""Broken Again"", ""Honestly Classroom Ac""]","[""broken again"", ""classroom ac""]",Frustration,"[{""aspect"": ""Classroom Ac"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0158,2026-07-16,teacher explains concepts in a simple way,Complaint,teacher explains concepts in a simple way,Positive,0.9991,0.9991,"[""Teacher Explains Concepts"", ""Simple Way""]","[""teacher explains concepts"", ""simple way""]",Satisfaction,"[{""aspect"": ""Teacher Explains"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0164,2026-07-16,attendance pressure is too much,Suggestion Box,attendance pressure is too much,Negative,0.9995,0.9995,"[""Attendance Pressure""]","[""attendance pressure""]",Frustration,"[{""aspect"": ""Attendance Pressure"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Academic Affairs,Matched the analyzed topic/keyword 'attendance' to Academic Affairs.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Academic Affairs department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Academic Affairs to review the feedback and complete the create task action.,FALLBACK,VALID
FB0426,2026-07-16,there is always a huge queue :/ yaar,Student Portal,there is always a huge queue :/ yaar,Negative,0.9659,0.9659,"[""Huge Queue"", ""There""]","[""huge queue"", ""there"", ""always""]",Frustration,"[{""aspect"": ""There Always"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0487,2026-07-16,overall manageable tbh,Student Portal,overall manageable tbh,Positive,0.5008,0.5008,"[""Overall Manageable""]","[""overall manageable""]",Joy,"[{""aspect"": ""Overall Manageable"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0560,2026-07-16,canteen is clean,Course Feedback,canteen is clean,Positive,0.9968,0.9968,"[""Clean"", ""Canteen""]","[""clean"", ""canteen""]",Satisfaction,"[{""aspect"": ""Canteen Clean"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'canteen' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Cafeteria to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0676,2026-07-16,okay,Survey,okay,Positive,0.9998,0.9998,[],[],Satisfaction,[],LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0743,2026-07-16,The packages could be better is gd but too much paperwork.,Complaint,The packages could be better is gd but too much paperwork.,Negative,0.9996,0.9996,"[""Paperwork"", ""Gd""]","[""paperwork"", ""gd"", ""packages""]",Frustration,"[{""aspect"": ""Packages Gd"", ""sentiment"": ""Negative""}, {""aspect"": ""Paperwork"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0999,2026-07-16,internet speed has improved,Suggestion Box,internet speed has improved,Positive,0.9996,0.9996,"[""Internet Speed"", ""Improved""]","[""internet speed"", ""improved""]",Joy,"[{""aspect"": ""Internet Speed"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,IT,Matched the analyzed topic/keyword 'internet' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the IT department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask IT to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1109,2026-07-16,projector wasnt working in class!!! pls,Suggestion Box,projector wasnt working in class!!! pls,Negative,0.9977,0.9977,"[""Projector"", ""Class""]","[""projector"", ""class""]",Frustration,"[{""aspect"": ""Projector"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'projector' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0005,2026-07-17,could be better,Survey,could be better,Negative,0.9944,0.9944,[],[],Frustration,[],MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0015,2026-07-17,teaching quality is actually great :/,Survey,teaching quality is actually great :/,Positive,0.9998,0.9998,"[""Teaching Quality""]","[""teaching quality""]",Frustration,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0146,2026-07-17,professor is very supportive :/,Student Portal,professor is very supportive :/,Positive,0.9997,0.9997,"[""Professor""]","[""professor""]",Frustration,"[{""aspect"": ""Professor Supportive"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Academic Affairs,Matched the analyzed topic/keyword 'professor' to Academic Affairs.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Academic Affairs department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Academic Affairs to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0227,2026-07-17,connection drops every few minutes,Complaint,connection drops every few minutes,Negative,0.9989,0.9989,"[""Early Connection Drops"", ""Minutes""]","[""connection drops every"", ""minutes""]",Frustration,"[{""aspect"": ""Connection Drops"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0628,2026-07-17,faculty is approachable imo,Complaint,faculty is approachable imo,Positive,0.9984,0.9984,"[""Faculty""]","[""faculty""]",Joy,"[{""aspect"": ""Faculty Approachable"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0741,2026-07-17,classroom equipment is outdated :/ btw pls check,Complaint,classroom equipment is outdated :/ btw pls check,Negative,0.9998,0.9998,"[""Outdated Btw"", ""Classroom Equipment""]","[""outdated btw"", ""classroom equipment"", ""check""]",Frustration,"[{""aspect"": ""Classroom Equipment"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'classroom equipment' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
